"","pred","se"
"1",2.79198144808508,0.0559624591563143
"2",2.79140212477409,0.0846874799585967
"3",2.79143494436031,0.105629513087923
"4",2.79143308507859,0.123070301508254
"5",2.79143319040986,0.138328701488605
"6",2.79143318444267,0.152063704036668
"7",2.79143318478072,0.164656946270203
"8",2.79143318476157,0.176353196331791
"9",2.79143318476266,0.187320553479996
"10",2.7914331847626,0.197680372459602
"11",2.7914331847626,0.207523660230529
"12",2.7914331847626,0.21692074464003
"13",2.7914331847626,0.225927309891687
"14",2.7914331847626,0.234588339980068
"15",2.7914331847626,0.242940793516266
"16",2.7914331847626,0.251015475726144
"17",2.7914331847626,0.258838383849327
"18",2.7914331847626,0.266431696412872
"19",2.7914331847626,0.273814515234584
"20",2.7914331847626,0.281003431745699
"21",2.7914331847626,0.288012965945231
"22",2.7914331847626,0.294855911340231
"23",2.7914331847626,0.301543609370166
"24",2.7914331847626,0.308086170172724
"25",2.7914331847626,0.314492651983168
"26",2.7914331847626,0.320771208263951
"27",2.7914331847626,0.326929209387636
"28",2.7914331847626,0.332973344054046
"29",2.7914331847626,0.338909704420282
"30",2.7914331847626,0.344743858030788
"31",2.7914331847626,0.35048090896604
"32",2.7914331847626,0.356125550121542
"33",2.7914331847626,0.361682108140671
"34",2.7914331847626,0.367154582224966
"35",2.7914331847626,0.372546677811652
"36",2.7914331847626,0.377861835924466
